iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,16,30,30
1,126,105,168,204
2,1847,765,3559,2298
3,1674,1057,4101,3271
4,681,584,2340,1720
5,272,228,787,685
6,37,55,110,135
7,5,20,9,39
8,0,6,1,9
9,0,2,0,2
10,0,1,0,1
11,0,1,0,1
12,0,0,0,1
13,0,0,0,0
