iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,19,30,30
1,181,153,241,231
2,1929,1491,4658,4811
3,3233,2350,8009,6110
4,1671,1333,4486,3772
5,404,382,1009,960
6,47,83,106,216
7,2,15,5,27
8,0,3,0,8
9,0,0,0,1
10,0,0,0,0
