iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,21,30,30
1,175,135,241,224
2,1346,1612,2589,3875
3,4105,3886,8515,9638
4,4618,3061,11579,7820
5,2135,935,5368,2322
6,718,148,1732,287
7,116,16,267,30
8,5,0,6,2
9,0,0,0,0
10,0,0,0,0
