iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,16,30,30
1,127,81,173,132
2,1155,801,2078,2015
3,4793,2657,11022,6272
4,6622,3804,15694,9575
5,2741,2385,6963,6171
6,317,756,783,1869
7,13,148,24,322
8,1,20,1,32
9,0,4,0,6
10,0,1,0,1
11,0,0,0,0
12,0,0,0,0
