iteration,true_shared,false_shared,true_exposed,false_exposed
0,26,21,30,30
1,244,139,335,233
2,2000,1365,5639,3820
3,2238,1438,5996,4552
4,843,576,2420,1427
5,250,222,667,685
6,60,67,134,141
7,10,8,19,21
8,1,1,1,1
9,0,1,0,2
10,0,0,0,0
11,0,0,0,0
