iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,17,30,30
1,139,50,201,95
2,2041,444,4283,831
3,4122,1488,10060,4092
4,2026,1894,5388,5230
5,438,1229,1141,3399
6,44,557,91,1500
7,3,192,3,418
8,0,32,0,57
9,0,9,0,12
10,0,2,0,3
11,0,1,0,1
12,0,0,0,0
13,0,0,0,0
