iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,16,30,30
1,146,58,216,104
2,1697,926,3976,2421
3,3811,2132,9715,5917
4,2548,1671,6210,4255
5,469,696,1244,1760
6,33,389,50,935
7,1,99,2,249
8,0,17,0,28
9,0,0,0,1
10,0,0,0,0
