iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,15,30,30
1,236,134,351,209
2,2113,937,4790,2580
3,3735,1939,8508,5339
4,2029,1693,5182,4534
5,908,1102,2623,3053
6,242,808,622,2117
7,28,357,57,939
8,3,76,3,180
9,1,8,1,19
10,0,2,0,4
11,0,0,0,0
12,0,0,0,0
