iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,20,30,30
1,126,82,168,148
2,1194,870,2208,2253
3,4730,2945,11491,7054
4,5936,4186,14076,11010
5,2031,2845,5425,7439
6,199,808,401,2045
7,8,144,13,267
8,0,29,0,43
9,0,6,0,9
10,0,1,0,1
11,0,0,0,0
12,0,0,0,0
