iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,14,30,30
1,145,79,197,149
2,1719,727,3224,1706
3,4666,2232,10045,6277
4,3655,2973,9366,7771
5,1924,1826,4734,5252
6,427,520,1158,1276
7,25,88,62,187
8,2,15,2,24
9,0,2,0,4
10,0,0,0,2
11,0,0,0,0
