iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,19,30,30
1,139,66,175,146
2,1669,367,2875,941
3,5144,1904,11570,4738
4,4700,3751,11321,9497
5,1414,2505,3820,6561
6,108,741,249,1834
7,4,112,9,262
8,0,24,0,33
9,0,6,0,10
10,0,1,0,2
11,0,0,0,0
12,0,0,0,0
