iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,21,30,30
1,150,60,201,108
2,1239,251,2963,477
3,3950,1162,8007,3196
4,5842,2952,14631,7978
5,4321,3708,10628,9336
6,1015,2166,2678,5918
7,85,574,160,1438
8,4,104,6,189
9,0,10,0,22
10,0,3,0,5
11,0,1,0,1
12,0,0,0,1
13,0,0,0,0
