iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,16,30,30
1,262,134,373,223
2,2172,1520,6568,4672
3,242,243,856,1132
4,18,64,30,175
5,28,35,41,89
6,29,31,111,88
7,5,6,6,14
8,1,0,3,0
9,0,0,0,0
10,0,0,0,0
