iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,16,30,30
1,139,73,188,130
2,1546,776,3548,2064
3,4100,2345,9085,6140
4,3458,2665,8480,6717
5,1201,1112,2993,2947
6,189,288,470,657
7,6,53,17,113
8,0,4,0,5
9,0,0,0,0
10,0,0,0,0
