iteration,true_shared,false_shared,true_exposed,false_exposed
0,25,22,30,30
1,189,137,274,226
2,2036,1245,4278,3396
3,3855,2503,9154,6874
4,2049,1840,4984,5035
5,358,668,892,1795
6,14,130,21,300
7,1,12,1,35
8,1,3,1,3
9,0,0,0,2
10,0,0,0,0
