iteration,true_shared,false_shared,true_exposed,false_exposed
0,16,16,30,30
1,157,57,230,105
2,1672,663,4244,1618
3,933,534,2602,2276
4,301,344,683,1243
5,95,254,272,796
6,30,136,56,347
7,3,68,5,148
8,0,18,0,47
9,0,15,0,23
10,0,2,0,6
11,0,0,0,0
12,0,0,0,0
