iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,22,30,30
1,96,136,132,225
2,1469,1033,2404,3344
3,2560,1601,7332,4389
4,1767,1154,4508,3658
5,577,657,1601,2124
6,73,247,179,671
7,6,67,11,151
8,0,9,0,25
9,0,6,0,8
10,0,1,0,2
11,0,1,0,1
12,0,0,0,0
13,0,0,0,0
