iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,20,30,30
1,159,109,235,183
2,1790,1042,4143,2330
3,4931,3133,11753,8319
4,4388,3716,10975,10113
5,1828,2010,4578,5437
6,310,481,800,1182
7,10,59,16,117
8,1,5,1,13
9,0,0,0,0
10,0,0,0,0
