iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,20,30,30
1,223,123,306,211
2,1857,683,5029,2028
3,3260,1340,7900,3539
4,1591,1506,4144,4722
5,226,1035,571,2934
6,7,377,14,926
7,0,62,0,129
8,0,10,0,17
9,0,4,0,4
10,0,0,0,0
11,0,0,0,0
