iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,16,30,30
1,133,91,182,152
2,2183,703,3518,2018
3,6507,1898,13222,4525
4,4116,2697,10249,6976
5,880,2544,2331,6589
6,69,1048,145,2675
7,6,175,6,394
8,0,19,0,36
9,0,4,0,6
10,0,2,0,3
11,0,0,0,0
12,0,0,0,0
