iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,16,30,30
1,145,152,192,267
2,1641,1353,3370,3630
3,5332,3870,11467,9566
4,5705,4064,13935,10526
5,3240,1929,7984,5343
6,682,842,1779,1991
7,41,341,67,900
8,2,59,4,141
9,0,5,1,13
10,0,1,0,1
11,0,0,0,0
12,0,0,0,0
