iteration,true_shared,false_shared,true_exposed,false_exposed
0,27,16,30,30
1,231,58,345,110
2,1961,325,5068,880
3,3724,1113,9171,3445
4,1902,1598,4808,4830
5,232,903,577,2429
6,19,194,24,481
7,2,25,2,47
8,0,4,0,6
9,0,0,0,0
10,0,0,0,0
