iteration,true_shared,false_shared,true_exposed,false_exposed
0,26,18,30,30
1,304,82,472,155
2,2248,765,6281,2058
3,2191,1172,5525,3676
4,538,1093,1472,3204
5,71,715,137,2036
6,6,332,9,951
7,1,121,1,278
8,0,26,0,51
9,0,6,0,9
10,0,0,0,2
11,0,0,0,0
