iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,18,30,30
1,180,82,237,143
2,1953,410,4276,949
3,4555,1655,10410,4702
4,3155,2777,8275,7850
5,1060,1899,2680,5440
6,133,695,344,1833
7,5,147,6,342
8,0,34,0,59
9,0,4,0,9
10,0,1,0,3
11,0,1,0,1
12,0,0,0,0
13,0,0,0,0
