iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,26,30,30
1,107,117,157,227
2,867,1168,1819,2733
3,3696,3255,8244,8937
4,5514,3277,12865,8353
5,2145,1345,5628,3717
6,216,318,465,698
7,14,49,23,117
8,0,6,1,12
9,0,1,0,1
10,0,1,0,1
11,0,0,0,1
12,0,0,0,0
