iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,16,30,30
1,134,75,180,141
2,1543,442,3363,1436
3,1865,563,5760,1659
4,775,672,1866,2390
5,151,574,413,1745
6,12,290,24,856
7,0,90,0,217
8,0,31,0,68
9,0,7,0,18
10,0,0,0,1
11,0,0,0,0
