iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,16,30,30
1,115,76,165,144
2,1733,528,2711,1124
3,5267,1584,11613,3876
4,4634,2626,10760,6685
5,1436,2673,3969,7406
6,129,1116,246,2969
7,5,200,7,419
8,0,25,0,42
9,0,5,0,7
10,0,0,0,1
11,0,0,0,0
