iteration,true_shared,false_shared,true_exposed,false_exposed
0,25,19,30,30
1,232,158,352,313
2,1735,749,5362,3569
3,291,224,1340,930
4,81,157,214,509
5,54,134,148,469
6,41,120,79,616
7,36,52,114,154
8,8,38,23,98
9,0,37,0,87
10,0,10,0,32
11,0,3,0,9
12,0,0,0,0
13,0,0,0,0
