iteration,true_shared,false_shared,true_exposed,false_exposed
0,25,16,30,30
1,227,51,303,78
2,2375,463,4983,803
3,6751,2001,14007,5219
4,5143,3294,13252,7933
5,2097,2327,5353,6202
6,375,737,979,1840
7,22,149,43,328
8,2,22,3,37
9,1,7,1,9
10,0,1,0,1
11,0,0,0,0
12,0,0,0,0
