iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,17,30,30
1,270,145,381,244
2,2255,1363,6275,3981
3,4192,2601,9802,7184
4,2229,1914,5385,4923
5,383,912,1031,2449
6,16,440,29,1106
7,1,249,2,655
8,0,67,0,180
9,0,8,0,22
10,0,2,0,4
11,0,0,0,0
12,0,0,0,0
