iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,11,30,30
1,202,60,311,100
2,1453,644,3550,1861
3,2694,1097,7513,3078
4,1831,870,4776,2574
5,463,520,1192,1433
6,45,155,95,415
7,4,31,5,76
8,0,7,1,10
9,0,1,0,2
10,0,0,0,0
11,0,0,0,0
