iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,15,30,30
1,156,72,199,120
2,1532,754,2494,1683
3,5258,2561,11613,5749
4,5517,3311,13195,8869
5,1957,1765,4982,4819
6,413,436,1098,1074
7,38,71,69,134
8,0,7,3,13
9,0,0,0,0
10,0,0,0,0
