iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,19,30,30
1,233,59,318,107
2,2225,327,4924,590
3,5274,1405,11901,4044
4,3462,2831,8616,8107
5,774,2543,1997,6874
6,70,1268,140,3304
7,11,481,16,1478
8,0,171,0,483
9,0,40,0,78
10,0,11,0,19
11,0,1,0,2
12,0,0,0,0
13,0,0,0,0
