iteration,sender,receiver,news_id,news_party,news_veracity
0,bot79__0,bot67__5,1580,N,False
0,bot79__1,bot14__2,1581,N,False
0,bot79__1,bot71__2,1581,N,False
0,bot79__1,bot34__1,1581,N,False
0,bot79__2,reel4__8,1582,N,False
0,bot79__3,reel64__7,1583,N,False
0,bot79__3,reel27__9,1583,N,False
0,bot79__3,reel35__0,1583,N,False
0,bot79__4,7,1584,N,False
0,bot79__4,bot70__8,1584,N,False
0,bot79__5,bot78__4,1585,N,False
0,bot79__6,reel43__5,1586,N,False
0,bot79__6,bot16__2,1586,N,False
0,bot79__6,bot46__4,1586,N,False
0,bot79__7,reel8__0,1587,N,False
0,bot79__8,reel44__4,1588,N,False
0,bot79__8,bot36__8,1588,N,False
0,bot79__8,118,1588,N,False
0,bot79__9,reel22__3,1589,N,False
0,reel79__0,reel10__6,1590,N,True
0,reel79__0,reel58__0,1590,N,True
0,reel79__1,321,1591,N,True
0,reel79__1,reel19__7,1591,N,True
0,reel79__1,reel65__8,1591,N,True
0,reel79__2,reel59__1,1592,N,True
0,reel79__2,reel19__5,1592,N,True
0,reel79__3,reel66__9,1593,N,True
0,reel79__3,reel18__1,1593,N,True
0,reel79__4,242,1594,N,True
0,reel79__4,132,1594,N,True
0,reel79__4,178,1594,N,True
0,reel79__5,reel7__8,1595,N,True
0,reel79__5,reel45__4,1595,N,True
0,reel79__5,86,1595,N,True
0,reel79__7,reel11__4,1597,N,True
0,reel79__7,reel51__2,1597,N,True
0,reel79__8,316,1598,N,True
0,reel79__9,reel37__0,1599,N,True
0,reel79__9,reel66__2,1599,N,True
1,bot67__5,bot36__7,1580,N,False
1,bot34__1,312,1581,N,False
1,bot34__1,reel0__5,1581,N,False
1,bot71__2,reel38__1,1581,N,False
1,bot71__2,reel68__0,1581,N,False
1,bot14__2,bot8__3,1581,N,False
1,bot14__2,20,1581,N,False
1,bot14__2,bot61__9,1581,N,False
1,reel4__8,112,1582,N,False
1,reel4__8,bot62__0,1582,N,False
1,reel35__0,reel31__5,1583,N,False
1,reel35__0,bot37__3,1583,N,False
1,reel27__9,243,1583,N,False
1,reel27__9,282,1583,N,False
1,7,246,1584,N,False
1,7,129,1584,N,False
1,7,308,1584,N,False
1,7,322,1584,N,False
1,7,31,1584,N,False
1,7,347,1584,N,False
1,7,315,1584,N,False
1,7,reel17__5,1584,N,False
1,7,bot47__2,1584,N,False
1,bot70__8,122,1584,N,False
1,bot70__8,bot64__1,1584,N,False
1,bot70__8,reel23__4,1584,N,False
1,bot78__4,bot52__6,1585,N,False
1,bot78__4,reel66__4,1585,N,False
1,bot78__4,bot43__7,1585,N,False
1,bot46__4,bot43__4,1586,N,False
1,bot46__4,reel38__7,1586,N,False
1,reel43__5,reel12__3,1586,N,False
1,reel43__5,reel28__0,1586,N,False
1,reel43__5,bot49__3,1586,N,False
1,reel43__5,reel53__8,1586,N,False
1,reel43__5,reel68__4,1586,N,False
1,reel8__0,341,1587,N,False
1,reel8__0,reel0__1,1587,N,False
1,reel8__0,262,1587,N,False
1,reel8__0,reel23__3,1587,N,False
1,reel8__0,bot78__9,1587,N,False
1,reel44__4,240,1588,N,False
1,reel44__4,reel20__9,1588,N,False
1,reel44__4,reel57__6,1588,N,False
1,bot36__8,bot8__3,1588,N,False
1,118,283,1588,N,False
1,118,239,1588,N,False
1,118,161,1588,N,False
1,118,200,1588,N,False
1,118,29,1588,N,False
1,118,322,1588,N,False
1,118,222,1588,N,False
1,118,342,1588,N,False
1,118,277,1588,N,False
1,118,252,1588,N,False
1,118,67,1588,N,False
1,118,265,1588,N,False
1,118,bot2__0,1588,N,False
1,118,reel9__9,1588,N,False
1,118,reel12__4,1588,N,False
1,118,bot29__8,1588,N,False
1,reel22__3,reel3__1,1589,N,False
1,reel22__3,146,1589,N,False
1,reel22__3,295,1589,N,False
1,reel22__3,reel23__2,1589,N,False
1,reel22__3,bot52__5,1589,N,False
1,reel10__6,reel7__5,1590,N,True
1,reel10__6,reel7__7,1590,N,True
1,reel10__6,bot20__7,1590,N,True
1,reel10__6,reel33__3,1590,N,True
1,reel10__6,bot34__7,1590,N,True
1,reel10__6,bot67__8,1590,N,True
1,reel10__6,reel68__3,1590,N,True
1,reel58__0,reel10__9,1590,N,True
1,reel58__0,56,1590,N,True
1,reel65__8,reel53__9,1591,N,True
1,reel65__8,152,1591,N,True
1,reel65__8,reel51__5,1591,N,True
1,321,175,1591,N,True
1,321,143,1591,N,True
1,321,0,1591,N,True
1,321,bot16__7,1591,N,True
1,321,bot17__3,1591,N,True
1,321,reel22__2,1591,N,True
1,321,reel32__9,1591,N,True
1,321,bot71__5,1591,N,True
1,reel19__7,50,1591,N,True
1,reel19__7,reel11__8,1591,N,True
1,reel19__7,reel3__4,1591,N,True
1,reel19__7,reel30__9,1591,N,True
1,reel19__7,bot31__6,1591,N,True
1,reel19__7,reel70__4,1591,N,True
1,reel19__7,reel71__5,1591,N,True
1,reel59__1,35,1592,N,True
1,reel59__1,reel42__6,1592,N,True
1,reel59__1,50,1592,N,True
1,reel19__5,122,1592,N,True
1,reel19__5,reel7__6,1592,N,True
1,reel19__5,bot30__1,1592,N,True
1,reel19__5,reel31__6,1592,N,True
1,reel19__5,reel46__2,1592,N,True
1,reel19__5,reel56__4,1592,N,True
1,reel66__9,93,1593,N,True
1,reel66__9,reel36__7,1593,N,True
1,reel18__1,reel11__8,1593,N,True
1,reel18__1,280,1593,N,True
1,reel18__1,reel6__0,1593,N,True
1,reel18__1,reel32__2,1593,N,True
1,reel18__1,reel48__1,1593,N,True
1,reel18__1,reel54__4,1593,N,True
1,reel18__1,reel64__8,1593,N,True
1,reel18__1,reel70__9,1593,N,True
1,reel18__1,reel72__5,1593,N,True
1,reel18__1,reel77__9,1593,N,True
1,178,38,1594,N,True
1,178,231,1594,N,True
1,178,186,1594,N,True
1,178,213,1594,N,True
1,242,213,1594,N,True
1,178,88,1594,N,True
1,242,88,1594,N,True
1,178,30,1594,N,True
1,178,345,1594,N,True
1,178,206,1594,N,True
1,178,322,1594,N,True
1,242,322,1594,N,True
1,178,303,1594,N,True
1,132,303,1594,N,True
1,178,329,1594,N,True
1,178,272,1594,N,True
1,178,0,1594,N,True
1,132,0,1594,N,True
1,242,0,1594,N,True
1,178,reel31__1,1594,N,True
1,178,reel37__4,1594,N,True
1,178,reel44__5,1594,N,True
1,178,reel45__0,1594,N,True
1,132,56,1594,N,True
1,132,134,1594,N,True
1,132,113,1594,N,True
1,132,317,1594,N,True
1,132,334,1594,N,True
1,132,158,1594,N,True
1,242,158,1594,N,True
1,132,45,1594,N,True
1,132,119,1594,N,True
1,132,277,1594,N,True
1,132,311,1594,N,True
1,132,40,1594,N,True
1,132,reel1__9,1594,N,True
1,132,reel14__9,1594,N,True
1,242,194,1594,N,True
1,242,92,1594,N,True
1,242,330,1594,N,True
1,242,266,1594,N,True
1,242,249,1594,N,True
1,242,53,1594,N,True
1,242,204,1594,N,True
1,242,180,1594,N,True
1,242,80,1594,N,True
1,242,101,1594,N,True
1,242,24,1594,N,True
1,242,254,1594,N,True
1,242,299,1594,N,True
1,242,302,1594,N,True
1,242,346,1594,N,True
1,242,94,1594,N,True
1,242,reel2__3,1594,N,True
1,242,reel3__8,1594,N,True
1,242,reel4__6,1594,N,True
1,242,reel38__4,1594,N,True
1,242,reel43__0,1594,N,True
1,242,bot45__3,1594,N,True
1,242,bot75__1,1594,N,True
1,reel45__4,reel21__2,1595,N,True
1,reel45__4,reel17__4,1595,N,True
1,reel45__4,reel76__1,1595,N,True
1,reel7__8,168,1595,N,True
1,reel7__8,reel14__9,1595,N,True
1,reel7__8,reel21__4,1595,N,True
1,reel7__8,bot24__0,1595,N,True
1,reel7__8,bot61__4,1595,N,True
1,86,225,1595,N,True
1,86,278,1595,N,True
1,86,175,1595,N,True
1,86,227,1595,N,True
1,86,177,1595,N,True
1,86,0,1595,N,True
1,86,bot10__6,1595,N,True
1,86,bot23__2,1595,N,True
1,86,reel27__8,1595,N,True
1,reel51__2,reel21__1,1597,N,True
1,reel51__2,296,1597,N,True
1,reel51__2,138,1597,N,True
1,reel11__4,16,1597,N,True
1,reel11__4,93,1597,N,True
1,reel11__4,reel30__4,1597,N,True
1,reel11__4,bot50__0,1597,N,True
1,reel11__4,reel66__4,1597,N,True
1,316,0,1598,N,True
1,316,reel2__8,1598,N,True
1,316,reel7__5,1598,N,True
1,316,bot9__4,1598,N,True
1,316,reel18__0,1598,N,True
1,316,bot22__7,1598,N,True
1,reel37__0,182,1599,N,True
1,reel37__0,reel23__8,1599,N,True
1,reel37__0,bot49__0,1599,N,True
1,reel37__0,reel76__3,1599,N,True
1,reel66__2,reel21__9,1599,N,True
1,reel66__2,reel57__0,1599,N,True
1,reel66__2,reel12__7,1599,N,True
2,reel68__0,88,1581,N,False
2,reel68__0,reel62__5,1581,N,False
2,reel0__5,98,1581,N,False
2,reel0__5,107,1581,N,False
2,reel0__5,reel21__6,1581,N,False
2,reel0__5,reel31__3,1581,N,False
2,reel0__5,bot52__7,1581,N,False
2,reel0__5,reel56__1,1581,N,False
2,reel38__1,reel56__1,1581,N,False
2,312,28,1581,N,False
2,312,243,1581,N,False
2,312,149,1581,N,False
2,20,149,1581,N,False
2,312,111,1581,N,False
2,20,111,1581,N,False
2,312,262,1581,N,False
2,312,44,1581,N,False
2,20,44,1581,N,False
2,312,116,1581,N,False
2,312,305,1581,N,False
2,312,220,1581,N,False
2,312,2,1581,N,False
2,20,2,1581,N,False
2,312,140,1581,N,False
2,312,162,1581,N,False
2,20,162,1581,N,False
2,312,41,1581,N,False
2,20,41,1581,N,False
2,312,144,1581,N,False
2,312,0,1581,N,False
2,20,0,1581,N,False
