iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,17,30,30
1,205,51,340,90
2,1646,863,4220,2048
3,1990,1486,5277,4434
4,839,844,2052,2502
5,485,231,1322,568
6,175,42,429,95
7,20,14,43,19
8,2,1,2,4
9,0,0,0,0
10,0,0,0,0
