iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,20,30,30
1,201,83,270,146
2,1972,1106,4706,2591
3,3713,2151,8760,5330
4,1861,1535,4777,4438
5,370,654,929,1766
6,28,170,59,405
7,1,27,1,50
8,0,2,0,8
9,0,1,0,1
10,0,0,0,0
11,0,0,0,0
