iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,9,30,30
1,162,77,234,149
2,1721,1000,4053,3046
3,370,240,1190,956
4,182,42,469,155
5,157,27,611,45
6,145,35,625,83
7,83,19,309,62
8,43,8,76,13
9,24,1,59,2
10,5,0,12,0
11,0,0,0,0
12,0,0,0,0
