iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,17,30,30
1,246,69,333,122
2,2275,452,5233,1251
3,6378,2114,13187,5431
4,5493,3986,13607,10046
5,1695,3262,4437,9060
6,130,1583,236,4175
7,6,434,7,1032
8,0,64,0,140
9,0,14,0,26
10,0,4,0,6
11,0,0,0,0
12,0,0,0,0
