iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,23,30,30
1,164,101,215,166
2,1152,877,2599,2092
3,3764,2635,8883,7006
4,5206,2995,12302,8069
5,3011,2161,7635,5841
6,525,1229,1309,3092
7,34,417,54,1060
8,1,76,1,157
9,0,11,0,20
10,0,1,0,4
11,0,2,0,2
12,0,0,0,0
13,0,0,0,0
