iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,16,30,30
1,260,79,361,125
2,2135,923,6980,2400
3,1642,1562,4857,5137
4,267,676,660,1894
5,11,110,24,252
6,0,19,0,32
7,0,3,0,4
8,0,0,0,0
9,0,0,0,0
