iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,19,30,30
1,146,129,198,223
2,1836,952,4375,2524
3,4597,2530,10195,7250
4,3288,2512,8624,6999
5,1825,1127,4483,3243
6,535,401,1471,1414
7,54,155,127,554
8,5,44,6,158
9,1,17,1,46
10,0,8,0,20
11,0,5,0,11
12,0,1,0,5
13,0,0,0,0
14,0,0,0,0
