iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,22,30,30
1,201,222,311,358
2,2334,1101,5199,3656
3,1634,1287,4229,4905
4,274,613,632,1656
5,16,183,35,543
6,0,29,0,73
7,0,2,0,4
8,0,0,0,0
9,0,0,0,0
