iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,17,30,30
1,102,108,141,178
2,1028,1068,2112,2597
3,3436,2129,8314,5803
4,3602,1409,8762,3592
5,1007,470,2622,1203
6,77,289,176,784
7,6,152,10,368
8,0,41,1,95
9,0,7,0,13
10,0,0,0,0
11,0,0,0,0
