iteration,true_shared,false_shared,true_exposed,false_exposed
0,25,14,30,30
1,283,65,379,103
2,2325,426,5688,1308
3,5834,1915,12484,4706
4,4487,3263,11010,8032
5,1477,2086,3841,5975
6,149,925,332,2351
7,7,238,11,601
8,0,36,0,52
9,0,5,0,7
10,0,0,0,1
11,0,0,0,0
