iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,18,30,30
1,144,149,206,255
2,1398,1440,3012,3790
3,4163,3275,9598,8592
4,4063,2665,9977,6809
5,1418,879,3700,2194
6,207,140,461,309
7,12,18,26,31
8,0,2,0,4
9,0,0,0,0
10,0,0,0,0
