iteration,true_shared,false_shared,true_exposed,false_exposed
0,25,17,30,30
1,224,103,291,197
2,2208,1100,3907,2398
3,6011,2624,14134,6863
4,4698,2206,11299,5783
5,873,1426,2270,3634
6,31,1135,53,3136
7,0,602,0,1670
8,0,164,0,383
9,0,19,0,45
10,0,2,0,3
11,0,0,0,0
12,0,0,0,0
