iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,20,30,30
1,227,124,352,219
2,1740,735,4922,2892
3,705,498,2593,2299
4,206,233,509,772
5,114,105,311,357
6,32,56,56,304
7,6,35,7,170
8,2,10,3,39
9,0,1,1,4
10,0,0,0,2
11,0,0,0,0
