iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,20,30,30
1,146,90,192,165
2,1566,657,3713,1521
3,4208,1727,9859,5738
4,3427,2253,8585,6282
5,892,1476,2338,4492
6,81,517,170,1578
7,3,148,4,470
8,0,42,1,109
9,0,9,0,23
10,0,0,0,2
11,0,0,0,0
