iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,17,30,30
1,139,82,184,140
2,1509,355,2743,907
3,3778,1040,9730,3254
4,3132,1943,8189,4996
5,1167,2032,2858,6006
6,139,1063,355,2658
7,6,342,12,802
8,0,58,0,112
9,0,11,0,18
10,0,0,0,0
11,0,0,0,0
