iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,21,30,30
1,165,124,218,210
2,2249,935,4832,2252
3,5246,2376,11640,7177
4,2881,2356,7003,6004
5,486,1222,1151,3542
6,23,686,38,1805
7,1,344,1,910
8,0,88,0,202
9,0,19,0,32
10,0,2,0,6
11,0,0,0,0
12,0,0,0,0
