iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,19,30,30
1,299,139,410,263
2,1895,1028,6473,3081
3,1126,918,3430,2993
4,279,524,702,1271
5,65,193,203,573
6,11,35,25,80
7,2,4,2,13
8,1,1,1,2
9,1,2,1,2
10,0,0,0,1
11,0,0,0,0
