iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,6,30,30
1,119,7,168,20
2,910,27,1920,70
3,3752,148,9247,597
4,5920,234,14098,786
5,2690,255,7037,859
6,390,293,941,913
7,36,174,60,573
8,1,156,2,457
9,0,212,0,669
10,0,185,0,631
11,0,103,0,355
12,0,39,0,92
13,0,6,0,22
14,0,3,0,6
15,0,0,0,0
16,0,0,0,0
