iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,16,30,30
1,247,94,381,220
2,2134,746,5596,3009
3,3979,1162,9417,3602
4,1925,1000,4943,3483
5,362,652,821,2102
6,32,308,57,950
7,1,120,5,384
8,0,52,0,132
9,0,24,0,66
10,0,7,0,24
11,0,2,0,6
12,0,1,0,2
13,0,0,0,1
14,0,0,0,0
