iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,14,30,30
1,252,67,432,183
2,1289,187,3960,1060
3,954,280,3654,1339
4,453,255,1244,1271
5,145,148,399,509
6,40,83,92,256
7,7,87,10,258
8,1,96,2,510
9,0,47,0,165
10,0,17,0,39
11,0,7,0,26
12,0,1,0,3
13,0,0,0,1
14,0,0,0,0
