iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,8,30,30
1,346,47,529,110
2,1816,477,3573,1785
3,3991,1027,9216,3148
4,4481,980,10928,2851
5,2932,700,7127,2057
6,929,366,2498,1073
7,82,138,151,350
8,8,35,14,88
9,1,7,1,22
10,0,1,0,2
11,0,0,0,1
12,0,0,0,0
