iteration,true_shared,false_shared,true_exposed,false_exposed
0,17,11,30,30
1,84,40,122,87
2,814,248,1812,649
3,2636,686,7079,2538
4,2672,1005,6411,3800
5,774,910,2186,2800
6,91,456,207,1547
7,7,168,12,482
8,0,44,2,114
9,0,15,0,39
10,0,6,0,17
11,0,0,0,2
12,0,0,0,0
