iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,14,30,30
1,92,74,138,166
2,923,604,1937,2045
3,3145,1173,7627,3606
4,3435,934,8545,3017
5,934,441,2533,1275
6,69,210,146,623
7,6,109,7,290
8,0,39,0,79
9,0,15,0,34
10,0,7,0,11
11,0,3,0,6
12,0,0,0,1
13,0,0,0,0
