iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,8,30,30
1,265,21,456,59
2,1932,181,5625,578
3,1960,458,5563,1763
4,668,361,1717,1052
5,176,236,456,809
6,26,154,53,454
7,5,103,5,352
8,2,95,2,350
9,0,59,0,157
10,0,27,0,108
11,0,22,0,41
12,0,10,0,22
13,0,9,0,14
14,0,1,0,2
15,0,0,0,0
16,0,0,0,0
