iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,12,30,30
1,101,83,153,190
2,1214,579,2201,1743
3,4438,1507,9724,4667
4,5512,1913,13830,5889
5,3071,1353,7516,4228
6,661,566,1647,1753
7,68,180,134,448
8,6,32,7,114
9,3,15,3,25
10,0,5,1,15
11,0,1,0,1
12,0,1,0,1
13,0,0,0,0
14,0,0,0,0
