iteration,true_shared,false_shared,true_exposed,false_exposed
0,16,12,30,30
1,140,35,230,90
2,1384,475,3775,1419
3,775,336,2524,1548
4,258,199,563,806
5,211,112,586,410
6,118,76,684,331
7,34,46,90,143
8,12,24,19,65
9,7,13,9,40
10,1,10,2,27
11,0,4,0,13
12,0,3,0,4
13,0,1,0,4
14,0,0,0,1
15,0,0,0,0
