iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,16,30,30
1,148,41,200,99
2,1657,190,3525,583
3,4962,1048,11542,3733
4,4323,1969,10737,6483
5,1646,1702,4052,5266
6,332,965,762,2990
7,18,385,43,1108
8,1,143,1,377
9,0,43,0,113
10,0,13,0,34
11,0,5,0,14
12,0,1,0,2
13,0,0,0,0
14,0,0,0,0
