iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,12,30,30
1,151,32,245,79
2,1695,164,4178,555
3,3278,674,8359,2294
4,1784,794,4805,2761
5,481,502,1097,1405
6,124,278,344,887
7,26,167,40,540
8,2,99,4,269
9,0,59,0,158
10,0,33,0,87
11,0,14,0,58
12,0,3,0,16
13,0,0,0,1
14,0,0,0,0
