iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,9,30,30
1,193,21,266,50
2,2014,49,4423,139
3,6224,348,13581,978
4,5533,1017,13584,3141
5,1707,1253,4339,3836
6,208,815,414,2512
7,22,437,33,1262
8,1,180,1,503
9,1,53,1,174
10,1,12,1,39
11,0,2,0,6
12,0,1,0,1
13,0,0,0,0
14,0,0,0,0
