iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,14,30,30
1,234,71,346,235
2,1583,445,5496,1959
3,299,64,1248,281
4,75,12,193,65
5,76,10,176,21
6,36,18,95,50
7,9,12,20,58
8,3,3,4,5
9,2,0,2,2
10,1,0,2,0
11,0,0,1,0
12,0,0,0,0
